ID,Title,Status,Owner,Authoring Company,Last Modified On,Published Channels,Expiry Date
"UC00092777","Financial Planning and Reporting on SAC for Professional Services and Public Sector","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 9, 2024"
"UC00092776","SAP Enterprise Portal to Digital Workplace on SAP Business Technology Platform Rapid Transformation Solution","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 9, 2024"
"UC00092775","SAP S/4HANA Public Cloud for Manufacturing Solution","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 9, 2024"
"UC00092774","Industry 4.0: SAP Asset Manager Solution","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 9, 2024"
"UC00092773","SAP Analytics Cloud Financial Quick Start Qualifed Parter Packaged Solution","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 9, 2024"
"UC00092772","SAP Work Manager to SAP Asset Manager Rapid Transformation Solution","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 8, 2024"
"UC00092771","SAP Fiori Rapid Deployment Package","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 8, 2024"
"UC00092768","Fiori Analytics - SAP Work Zone","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 8, 2024"
"UC00092767","BPC Easy Editor - SAP Work Zone","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 11, 2024"
"UC00092766","Barcode Reader - SAP Work Zone","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 11, 2024"
"UC00092765","My Time Reporting - SAP Work Zone for HR","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 11, 2024"
"UC00092764","Team Info & Team Leave Balance - SAP Work Zone","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 11, 2024"
"UC00092763","Goods Receipt, Issue and Transfer Posting - SAP Work Zone","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 11, 2024"
"UC00092707","Cycle Count","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 11, 2024"
"UC00092706","My Personal Info","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 11, 2024"
"UC00092705","My Employment Letter","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 11, 2024"
"UC00092703","Integrated Global Planning and Tracking","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 11, 2024"
"UC00092694","Global Mobile Solution platform for Customer Logistics and Supply Chain","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 11, 2024"
"UC00092568","Deal Manager Mobile for iOS","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 11, 2024"
"UC00092556","SAP SuccessFactors iOS mobile app","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 11, 2024"
"UC00092549","SAP Asset Manager for iOS at Micron","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 15, 2024"
"UC00092546","SAP Campus App for iOS","Archived","holger fritzinger","SAP","Aug 30, 2023","","Aug 15, 2024"
"UC00092885","iRPA Automated Billing Process for Client Portals","Archived","Soum Chatterjee","SAP","Aug 29, 2023","","Aug 29, 2024"
"UC00092884","iRPA Dynamic Pricing BOT","Archived","Soum Chatterjee","SAP","Aug 29, 2023","","Aug 29, 2024"
"UC00092875","iRPA Bot to Create Quotations","Archived","Soum Chatterjee","SAP","Aug 29, 2023","","Aug 29, 2024"
"UC00092809","SAP Customer Order Sourcing with SAP Commerce Cloud","Archived","Fabrizio Gotta","SAP","Aug 28, 2023","","Jul 31, 2025"
"UC00092655","Enhance Business Efficiency with SAP Analytics Cloud (Sales & Service Cloud)","Archived","Fabrizio Gotta","SAP","Aug 28, 2023","","Aug 28, 2024"
"UC00093397","Role-Based Work Management - Improving efficiency across the Workforce","Published","Simone Paoli","SAP","Aug 22, 2023","Content Discovery","Mar 9, 2027"
"UC00092417","XM Demand Sensing with IBP","Archived","Domnic Savio Benedict","SAP","Aug 22, 2023","Content Discovery","Jul 30, 2025"
"UC00091621","Top Floor to Shop Floor Integration","Archived","Patrick Kohler","SAP","Aug 21, 2023","","Jul 24, 2025"
"UC00091497","Networked Business Partner Intelligence","Published","Matthias Bruckschen","SAP","Aug 21, 2023","Content Discovery","Jul 17, 2026"
"UC00091551","Intelligent Invoicing","Archived","Sven Rademacher","SAP","Aug 21, 2023","","Jul 24, 2025"
"UC00093193","Highly personalized engagements delivered consistently across marketing and commerce channels","Archived","Rupert O'Halloran","SAP","Aug 17, 2023","","Aug 16, 2025"
"UC00093191","Everything you Need for Profitable Commerce On a Unified Digital Engagement Platform","Archived","Rupert O'Halloran","SAP","Aug 17, 2023","","Aug 16, 2025"
"UC00093190","Understand your customers and drive growth through trusted and secure experiences","Archived","Rupert O'Halloran","SAP","Aug 17, 2023","","Aug 16, 2025"
"UC00093180","Sell Anywhere - Engage with Customers where they are","Archived","Rupert O'Halloran","SAP","Aug 17, 2023","","Aug 17, 2025"
"UC00093171","Extend SAP Commerce to Launch New Business Models, Revenue Streams and Adapt to the Changing Trends and Customer Expectations","Archived","Rupert O'Halloran","SAP","Aug 17, 2023","","Aug 16, 2025"
"UC00093067","Expert Finder Service (ISM Solution)","Draft","David Molinera","SAP","Aug 17, 2023","","Apr 25, 2026"
"UC00091413","Downtime Prediction of Fluidized Bed Dryers","Archived","Gonzalo Hernan Sendra","SAP","Aug 17, 2023","","Jul 23, 2025"
"UC00091404","Predictive Quality Management for Discrete Manufacturing","Archived","Gonzalo Hernan Sendra","SAP","Aug 17, 2023","","Jul 23, 2025"
"UC0009171","Demand Forecasting for Rail Transport / Erosion Analysis","Archived","DENIS Malov","SAP","Aug 17, 2023","","Aug 23, 2025"
"UC00091490","Advanced Sales And Operations Planning","Published","Florian Beer","SAP","Aug 17, 2023","Content Discovery","Jul 16, 2026"
"UC00093175","Production Planning Optimization with Transition Constraints","Published","Nidhi Sawhney","SAP","Aug 16, 2023","Content Discovery","Jul 2, 2026"
"UC00091620","Intelligent Yard Management","Archived","Daniel Hassenpflug","SAP","Aug 16, 2023","","Jul 19, 2025"
"UC00091891","Integrated Water Management","Archived","Miquel Carbo","SAP","Aug 16, 2023","","Aug 16, 2024"
"UC0009253","Effectively Managing Pipeline Network Monitoring for Utilities","Archived","Miquel Carbo","SAP","Aug 16, 2023","","Aug 16, 2024"
"UC00091192","Aircraft Turnaround Simulation & Optimization","Published","Nidhi Sawhney","SAP","Aug 16, 2023","Content Discovery","Jul 2, 2026"
"UC10000005","SAP Integrated Business Planning Integration​","Archived","Devin Good","SAP","Aug 15, 2023","","Aug 15, 2024"
"UC00091597","Diaper Manufacturing Analytics Platform","Archived","Maria TZATSOU","SAP","Aug 15, 2023","","Aug 6, 2025"
"UC00091635","Optimal Resource Allocation to meet Demand in Car Sharing Operations","Archived","Farooq Azam","SAP","Aug 14, 2023","","Jul 29, 2025"
"UC0009128","Passenger Revenue Optimization","Published","Nidhi Sawhney","SAP","Aug 14, 2023","Content Discovery","Aug 25, 2026"
"UC00092813","Logistics Optimization for Postal Services","Archived","Michelle Buziak","SAP","Aug 11, 2023","","Sep 2, 2025"
"UC000938","Compliance Check Engine","Published","Claude Philippe Medard","SAP","Aug 11, 2023","Content Discovery","Jul 15, 2026"
"UC00093174","Production Planning for Non-linear Plant Models","Published","Claude Philippe Medard","SAP","Aug 11, 2023","Content Discovery","Jul 11, 2026"
"UC00092887","ML for Assets Criticality Bypass Override (BPO)","Archived","Gonzalo Hernan Sendra","SAP","Aug 10, 2023","","Jul 17, 2025"
"UC00092631","Integrated ShutDown Planning","Published","Claude Philippe Medard","SAP","Aug 10, 2023","Content Discovery","Jul 11, 2026"
"UC00092361","Multisource Data Unification for Improved Customer Experience","Archived","Claude Philippe Medard","SAP","Aug 10, 2023","","Aug 19, 2025"
"UC00093213","Address Validation with Employee Central to provide validation  for local jurisdiction compliance","Archived","Kai Nottbohm","SAP","Aug 8, 2023","","Aug 1, 2025"
"UC00003065","Empower field technicians by building native apps using SDKs","Archived","Sandeep Tetali Dattatreya Sitarama","SAP","Aug 2, 2023","SAP.COM","Jul 11, 2025"
"UC00093435","Utilities - Automating Energy Meter Returns","Published","Bettina Woyderski","SAP","Jul 26, 2023","Content Discovery","Jun 23, 2026"
"UC00091357","Improved Cost Estimates using ML","Published","Carlos Basto","SAP","Jul 18, 2023","Content Discovery","Jun 3, 2026"
"UC00091344","Video Stream Alerting","Published","Carlos Basto","SAP","Jul 18, 2023","Content Discovery","Jun 3, 2026"
"UC00091322","Implausible Meter Reading or Billing Exceptions","Published","Carlos Basto","SAP","Jul 18, 2023","Content Discovery","Jun 3, 2026"
"UC00091321","Vegetation Management for Utilities","Published","Carlos Basto","SAP","Jul 18, 2023","Content Discovery","Jun 3, 2026"
"UC00091309","Weather-related Crisis Prediction","Published","Carlos Basto","SAP","Jul 18, 2023","Content Discovery","Jun 3, 2026"
"UC00091293","Determining Optimal Production Plant","Published","Carlos Basto","SAP","Jul 18, 2023","Content Discovery","Jun 3, 2026"
"UC00091288","Retail Inventory Analysis","Published","Carlos Basto","SAP","Jul 18, 2023","Content Discovery","Jun 3, 2026"
"UC00091285","Retail Issuing / redeeming gift cards and identifying any fraudulent patterns","Published","Carlos Basto","SAP","Jul 18, 2023","Content Discovery","Jun 3, 2026"
"UC00091269","Image Recognition to Identify Service Parts","Published","Carlos Basto","SAP","Jul 18, 2023","Content Discovery","Jun 3, 2026"
"UC00091268","Image recognition in Quality control – Inbound/Outbound process in Warehouse Management","Published","Carlos Basto","SAP","Jul 18, 2023","Content Discovery","Jun 3, 2026"
"UC00091242","ML / AI Predictive Chemistry","Published","Carlos Basto","SAP","Jul 18, 2023","Content Discovery","Jun 3, 2026"
"UC00091220","Error Correction and Suspense Accounting (ECS) with Machine Learning","Published","Carlos Basto","SAP","Jul 18, 2023","Content Discovery","Jun 3, 2026"
